45	received	KRXO	v	n
217	refers	Kracauer	v	n
119	argues	Kraemer	v	n
129	was	Kraftwerk	v	n
133	followed	Kramer	v	n
236	had	Krane	v	n
250	put	Krause	v	n
132	says	Krauthammer	v	n
162	faced	Kremlin	v	n
233	admits	Krishna	v	n
200	spoke	Krishnamurti	v	n
3583	said	Kristen	v	n
264	sat	Kristina	v	n
93	took	Krock	v	n
63	approached	Krsna	v	n
45	sent	Krug	v	n
1127	argues	Kruger	v	n
92	calls	Krupat	v	n
60	stands	kraal	v	n
103	being	kraals	v	n
997	et	Krafft	v	n
164	was	Krasny	v	n
91	is	Kretzer	v	n
184	flowing	Krishna	v	n
81	writes	Kristeller	v	n
208	knew	Kristi	v	n
73	frowned	Kristin	v	n
52	was	Krittika	v	n
362	et	Krnjevic	v	n
56	put	Krock	v	n
286	is	Kroes	v	n
345	were	Krogers	v	n
391	was	Krymov	v	n
43	is	krishna	v	n
123	did	KR	v	n
44	using	Kr	v	n
49	can	Kraepelin	v	n
288	found	Kraft	v	n
232	entered	Kramer	v	n
168	saw	Krause	v	n
117	are	Krauss	v	n
135	was	Krikalev	v	n
1587	says	Krishnamurti	v	n
72	offered	Kristen	v	n
53	establishes	Kristeva	v	n
107	got	Kroc	v	n
64	writes	Krog	v	n
157	leaves	Krsna	v	n
90	reached	Kruger	v	n
82	suggests	Krupat	v	n
7024	und	Kraft	v	n
282	are	Krakow	v	n
59	sounded	Kramer	v	n
439	was	Kramers	v	n
51	stopped	Krause	v	n
89	is	Krestinsky	v	n
1158	says	Kripke	v	n
57	assured	Kris	v	n
110	threw	Krishna	v	n
44	chose	Kristen	v	n
120	considered	Kroeber	v	n
129	looked	Kroger	v	n
111	et	Krolner	v	n
96	declared	Kropotkin	v	n
286	called	Krsna	v	n
75	began	Krug	v	n
3113	has	Kruger	v	n
43	helped	Krupskaya	v	n
614	gave	Kruse	v	n
48	fled	Krystyna	v	n
281	was	Krzhizhanovsky	v	n
59	are	kraton	v	n
128	had	Kraal	v	n
293	eines	Kraft	v	n
139	is	Kram	v	n
282	sat	Kramer	v	n
44	found	Krashen	v	n
240	felt	Krebs	v	n
126	said	Krenz	v	n
219	would	Kreuger	v	n
54	needs	Kripke	v	n
63	liked	Kristin	v	n
76	notes	Kristol	v	n
46	zur	Kritisches	v	n
100	have	Kronstadt	v	n
309	adds	Krsna	v	n
66	was	Krugerrand	v	n
81	has	kraton	v	n
176	had	krauts	v	n
147	was	kronen	v	n
59	developed	Kraft	v	n
214	was	Krasicki	v	n
62	got	Krebs	v	n
63	had	Kreidl	v	n
319	says	Kremer	v	n
150	et	Kresge	v	n
177	described	Kretschmer	v	n
337	lays	Krishna	v	n
274	attributes	Kristeva	v	n
96	stood	Kristy	v	n
133	did	Kroeger	v	n
197	returned	Kropotkin	v	n
50	protected	Krsna	v	n
578	said	Krug	v	n
87	is	Kruman	v	n
275	et	Krupinski	v	n
123	went	Krupp	v	n
94	taken	krill	v	n
77	studied	Kraepelin	v	n
310	et	Kraiger	v	n
114	discusses	Krause	v	n
48	opened	Krauts	v	n
59	took	Kravchuk	v	n
1441	became	Krebs	v	n
47	applies	Kremer	v	n
432	supports	Kremlin	v	n
48	put	Kress	v	n
85	observes	Kripke	v	n
882	asks	Krishna	v	n
2448	was	Krista	v	n
195	knew	Kristina	v	n
98	was	Krittivasa	v	n
43	uses	Kroger	v	n
44	used	Krohn	v	n
210	can	Kropotkin	v	n
55	might	Krueger	v	n
88	et	Kruer	v	n
80	described	Kruger	v	n
158	found	Kruse	v	n
68	et	Kruth	v	n
99	had	Krypton	v	n
126	are	kriya	v	n
76	tu	krsnas	v	n
79	did	Kraken	v	n
148	testified	Kramer	v	n
124	found	Krapf	v	n
44	has	Kras	v	n
228	put	Kraus	v	n
324	could	Krause	v	n
77	coming	Krauts	v	n
328	calls	Kremlin	v	n
165	was	Krestintern	v	n
177	consoled	Krishna	v	n
215	had	Krist	v	n
97	dan	Kristen	v	n
229	presents	Kristeva	v	n
179	asked	Kristie	v	n
1607	is	Kristin	v	n
56	are	Krogstad	v	n
85	described	Kroll	v	n
153	was	Kronenberg	v	n
55	being	Kronos	v	n
1361	came	Krsna	v	n
2005	was	Krug	v	n
336	called	Kruger	v	n
674	were	Krupp	v	n
819	had	Krushchev	v	n
49	und	Krystallonomie	v	n
118	was	Kryukov	v	n
74	represents	Kr	v	n
54	began	Kracauer	v	n
84	may	Kraepelin	v	n
183	had	Kraken	v	n
142	continues	Kramer	v	n
109	was	Kramskoi	v	n
886	et	Kranz	v	n
52	hated	Kraus	v	n
42	Bankasi	Kredi	v	n
2272	may	Kremlin	v	n
77	et	Kresheck	v	n
54	has	Krider	v	n
47	describes	Kriegel	v	n
698	had	Kriegsmarine	v	n
158	is	Krikor	v	n
65	would	Kringle	v	n
72	pointed	Kripalani	v	n
120	discusses	Kripke	v	n
265	put	Kris	v	n
281	stand	Krishna	v	n
97	may	Krishnamurti	v	n
91	et	Krishnasamy	v	n
112	are	Krispies	v	n
3551	calls	Kristeva	v	n
202	watched	Kristin	v	n
112	published	Kropotkin	v	n
53	feels	Krsna	v	n
86	read	Krupskaya	v	n
79	may	kris	v	n
403	has	Kramrisch	v	n
56	tells	Krapf	v	n
63	left	Krasin	v	n
117	nab	Krasnopresnenskaya	v	n
93	published	Krauss	v	n
58	looked	Kravitz	v	n
219	Kat	Krazy	v	n
1115	brought	Krebs	v	n
61	threw	Kremlin	v	n
46	considered	Kretschmer	v	n
125	has	Kreutzer	v	n
77	took	Kriemhild	v	n
40	formed	Kripalani	v	n
241	helped	Krishna	v	n
117	has	Krishnaswamy	v	n
82	used	Kristen	v	n
120	returned	Kristin	v	n
378	looked	Kristina	v	n
76	went	Kristine	v	n
327	found	Kroeber	v	n
1437	et	Krohn	v	n
45	argues	Kroker	v	n
1211	et	Krol	v	n
504	being	Krsna	v	n
65	considers	Krugman	v	n
48	took	Krupa	v	n
83	denounced	Krushchev	v	n
82	was	kreutzer	v	n
1131	are	krypton	v	n
708	has	Kracauer	v	n
246	wrote	Kraemer	v	n
400	have	Kraus	v	n
45	lived	Krause	v	n
46	adds	Krauss	v	n
242	was	Krebbs	v	n
237	have	Krebs	v	n
400	said	Kress	v	n
123	were	Kriemhild	v	n
66	reached	Kristy	v	n
45	failed	Kroeber	v	n
234	are	Krueger	v	n
79	allowed	Kruger	v	n
43	cites	Krugman	v	n
846	told	Kramer	v	n
51	read	Krause	v	n
77	gives	Kretschmer	v	n
1139	et	Kriiger	v	n
179	brought	Kris	v	n
335	passed	Krishna	v	n
115	nodded	Kristi	v	n
168	says	Kristy	v	n
68	concludes	Kroeber	v	n
52	has	Kronberg	v	n
301	made	Krsna	v	n
288	answered	Kruger	v	n
282	became	Krupp	v	n
308	has	Krypton	v	n
63	is	kran	v	n
67	are	kreatinin	v	n
199	is	kriti	v	n
449	compared	kronor	v	n
82	maintains	Kracauer	v	n
339	drew	Kraepelin	v	n
88	ed	Kramnick	v	n
1394	et	Kratz	v	n
208	describes	Krauss	v	n
137	must	Krauts	v	n
143	had	Krebbs	v	n
301	et	Kremers	v	n
173	allowed	Kremlin	v	n
69	set	Kretschmer	v	n
304	was	Kretzschmar	v	n
267	is	Kriegel	v	n
183	were	Kriegsmarine	v	n
50	found	Kriemhild	v	n
397	joined	Krishna	v	n
76	does	Krishnan	v	n
150	watched	Krista	v	n
1434	was	Kristine	v	n
293	does	Kristy	v	n
196	noted	Krock	v	n
142	v	Krohn	v	n
72	is	Kronick	v	n
488	was	Krooman	v	n
389	et	Kroto	v	n
59	ought	Kruger	v	n
730	et	Krull	v	n
80	announced	Krushchev	v	n
42	used	kraal	v	n
222	were	kronen	v	n
61	are	Kraal	v	n
827	was	Krajina	v	n
48	sold	Kramer	v	n
68	sat	Kraus	v	n
61	died	Krauss	v	n
263	being	Kremlin	v	n
57	gave	Krim	v	n
92	managed	Kris	v	n
295	imparted	Krishna	v	n
43	knows	Kristen	v	n
48	left	Kristi	v	n
146	reached	Kristin	v	n
77	was	Krk	v	n
54	should	Kroger	v	n
84	had	Krohg	v	n
108	rose	Kruger	v	n
157	would	Krushchev	v	n
250	came	kraal	v	n
85	was	KRL	v	n
53	contends	Kraft	v	n
128	are	Krai	v	n
50	performed	Kramer	v	n
72	et	Krasna	v	n
152	writes	Krause	v	n
86	zum	Krausnick	v	n
52	retired	Kray	v	n
49	gives	Krehl	v	n
232	was	Kreider	v	n
134	is	Kreisel	v	n
1030	argues	Kremer	v	n
268	put	Kremlin	v	n
44	stresses	Kripke	v	n
1027	appeals	Krishna	v	n
687	points	Kristeva	v	n
131	had	Krofta	v	n
79	appeared	Kronos	v	n
137	had	Kruesi	v	n
4286	is	Kruger	v	n
191	had	Kruk	v	n
44	perched	kraal	v	n
167	isotopes	Kr	v	n
102	et	Kracht	v	n
149	felt	Kraft	v	n
71	was	Kras	v	n
65	has	Krauskopf	v	n
48	opened	Kreme	v	n
140	have	Kremlinologists	v	n
304	et	Krens	v	n
124	felt	Kretschmer	v	n
1311	described	Krishna	v	n
557	et	Krishnaswami	v	n
57	repeated	Kristen	v	n
260	does	Kroeber	v	n
98	can	Kroger	v	n
146	did	Krohn	v	n
217	fought	Krsna	v	n
184	were	Krugerrands	v	n
220	differentiated	Kraepelin	v	n
112	et	Kramarae	v	n
112	has	Kratochwil	v	n
192	gives	Krause	v	n
124	does	Krebs	v	n
114	acted	Kremlin	v	n
87	finds	Kretschmer	v	n
99	had	Krieghoff	v	n
67	et	Krikorian	v	n
45	remained	Kris	v	n
301	promised	Krishna	v	n
79	were	Krissy	v	n
460	heard	Kristen	v	n
93	introduced	Kristeva	v	n
163	had	Krom	v	n
65	et	Kronmuller	v	n
341	teaches	Krsna	v	n
130	passed	Kruger	v	n
114	writes	Krupat	v	n
514	were	Krupps	v	n
117	will	Krystal	v	n
45	saw	kraal	v	n
228	claims	Kracauer	v	n
458	et	Krakauer	v	n
63	was	Kravetz	v	n
43	concludes	Kremer	v	n
2446	can	Kremlin	v	n
97	would	Krenz	v	n
96	could	Kretschmer	v	n
672	acknowledges	Kripke	v	n
98	says	Kristensen	v	n
133	explained	Kristin	v	n
382	und	Kroatien	v	n
200	tells	Kropotkin	v	n
289	instructed	Krsna	v	n
76	believes	Krueger	v	n
95	expressed	Kruger	v	n
58	made	Krugman	v	n
112	w	Krakowa	v	n
240	carried	Kramer	v	n
423	begins	Kraus	v	n
148	believed	Krause	v	n
239	wrote	Krauss	v	n
47	took	Krauter	v	n
52	possesses	Kremlin	v	n
130	encouraged	Krishna	v	n
545	expresses	Kristeva	v	n
137	sat	Kristy	v	n
67	became	Krogh	v	n
72	calls	Kroker	v	n
52	replied	Krupp	v	n
56	remarks	Kracauer	v	n
183	does	Kraemer	v	n
55	accepted	Kraepelin	v	n
57	may	Krakatoa	v	n
181	studied	Kramer	v	n
80	claims	Kraus	v	n
97	presents	Krause	v	n
296	would	Krauss	v	n
287	had	Kreli	v	n
1010	cut	Kremlin	v	n
155	would	Kretschmer	v	n
46	came	Kriegel	v	n
183	was	Krieghoff	v	n
71	described	Kris	v	n
1637	playing	Krishna	v	n
57	pointed	Krishnamachari	v	n
57	showed	Kristen	v	n
53	labels	Kristeva	v	n
4198	jumped	Kristin	v	n
44	realized	Kroeber	v	n
266	is	Kroner	v	n
251	found	Kropotkin	v	n
85	started	Krupp	v	n
67	describes	Krutch	v	n
93	turned	Krystal	v	n
62	tried	Kraft	v	n
127	considered	Kramer	v	n
143	recalled	Kraus	v	n
61	had	Kraushaar	v	n
49	is	Krautheimer	v	n
2816	did	Kremlin	v	n
62	et	Krentz	v	n
182	surrendered	Krim	v	n
149	was	Kripo	v	n
680	acts	Krishna	v	n
182	went	Krista	v	n
86	heard	Krsna	v	n
56	provides	Krueger	v	n
53	geht	Krug	v	n
54	threatened	Kruger	v	n
128	were	kreutzers	v	n
163	would	Krakow	v	n
514	put	Kramer	v	n
73	wrote	Kramers	v	n
100	und	Krauss	v	n
118	published	Krebs	v	n
40	condemned	Kremlin	v	n
101	were	Kreuger	v	n
66	are	Kreuznach	v	n
210	whispered	Kris	v	n
2514	became	Krishna	v	n
63	replied	Krishnamurti	v	n
190	drove	Kristin	v	n
57	discusses	Krohn	v	n
95	presented	Kruger	v	n
92	et	Krukoff	v	n
66	established	Krupp	v	n
44	believed	Krutch	v	n
152	CYCLE	KREBS	v	n
103	found	Krabbe	v	n
63	began	Krafft	v	n
62	Singles	Kraft	v	n
51	have	Krakatoa	v	n
291	referred	Kramer	v	n
325	felt	Kraus	v	n
66	held	Krause	v	n
113	would	Kremer	v	n
738	drew	Kremlin	v	n
64	gave	Krenz	v	n
80	suggested	Kretschmer	v	n
100	wrote	Krim	v	n
448	had	Kripke	v	n
145	speaking	Krishna	v	n
138	had	Krleza	v	n
56	must	Kroger	v	n
76	is	Kronen	v	n
64	added	Kropotkin	v	n
208	concludes	Krueger	v	n
1140	chose	Kruger	v	n
614	et	Krupa	v	n
510	is	Kruschev	v	n
204	will	KR	v	n
89	shows	Kraft	v	n
80	was	Krahl	v	n
74	did	Krakow	v	n
217	Kissed	Kramer	v	n
51	cites	Krashen	v	n
79	calls	Krasner	v	n
51	would	Krasnoyarsk	v	n
291	described	Kraus	v	n
63	did	Kraut	v	n
164	has	Kravchenko	v	n
110	called	Krebs	v	n
99	used	Kreisler	v	n
969	announced	Kremlin	v	n
140	resigned	Krenz	v	n
83	died	Kresge	v	n
74	begins	Kripke	v	n
51	woke	Kris	v	n
127	was	Krish	v	n
102	grows	Krishna	v	n
113	describes	Krishnamurti	v	n
48	should	Krista	v	n
289	remains	Kristeva	v	n
68	cried	Kristy	v	n
115	has	Kronborg	v	n
56	told	Krone	v	n
276	made	Kropotkin	v	n
136	has	Kross	v	n
236	continued	Kruger	v	n
210	died	Krupp	v	n
68	etal	Kruse	v	n
159	were	krisses	v	n
62	according	kronor	v	n
79	grouped	Kraepelin	v	n
105	sind	Kraft	v	n
80	septuagenarii	Krarup	v	n
244	asked	Krause	v	n
49	chooses	Kremlin	v	n
227	et	Kreuger	v	n
104	told	Kripalani	v	n
120	was	Kriplani	v	n
809	came	Kris	v	n
523	assured	Krishna	v	n
1320	has	Krishnamurti	v	n
3812	argues	Kristeva	v	n
614	described	Kristin	v	n
366	calls	Kroeber	v	n
46	mentions	Kroll	v	n
144	had	Kronk	v	n
186	manifests	Krsna	v	n
145	came	Krueger	v	n
76	prepared	Kruger	v	n
53	kept	Krupp	v	n
104	is	Kryuchkov	v	n
96	were	krona	v	n
110	must	KR	v	n
64	was	Kracke	v	n
322	applied	Kraepelin	v	n
236	dieses	Kraft	v	n
383	wanted	Kramer	v	n
1406	is	Krapp	v	n
82	appeared	Kraus	v	n
89	et	Krauter	v	n
57	were	Kreisau	v	n
602	added	Kremlin	v	n
114	was	Kretschmar	v	n
235	et	Kries	v	n
277	incarnated	Krishna	v	n
124	ran	Kristen	v	n
62	etal	Krogh	v	n
110	is	Kruif	v	n
994	had	Krupskaya	v	n
177	built	kraal	v	n
104	had	kraut	v	n
54	is	KRAUSE	v	n
456	had	Kracauer	v	n
76	Pulping	Kraft	v	n
278	et	Kragh	v	n
303	had	Krak	v	n
79	mentioned	Kramer	v	n
239	et	Kranenburg	v	n
1145	told	Krasner	v	n
247	points	Krauss	v	n
413	is	Kreme	v	n
86	et	Kresta	v	n
154	said	Kreutzer	v	n
1168	had	Krieger	v	n
53	does	Kriiger	v	n
442	et	Kris	v	n
